full_text,clean_text,sentiment
@Nicho_Silalahi @jokowi Padahal dulu orang batak paling terdepan mendukung jokowi... Kasihan sekali kalian dah terlambat lah RUU TNI sdh di SAH maka kaljan akan melawan mereka jika mau maju.,orang batak depan dukung jokowi kasihan dah lambat ruu tni sdh sah kaljan lawan maju,1
gapenting jir RUU TNI noh disah in,gapenting jir ruu tni noh sah in,0
RUU TNI UDAH DISAHKAN PRESIDEN SEJAK SEBELUM LEBARAN? https://t.co/iGnr2l2YOY,ruu tni udah sah presiden lebaran,1
RUU TNI sudah di sahkan ya?,ruu tni sahkan ya,1
@bibob__ @FMF_070205 @puanmaharani_ri Jelas salah ini fraksi. Penghianat semua. Gw pemilu all in pdip eh ruu tni yg getok puan. Fraksi aneh,salah fraksi penghianat gw milu all in pdip eh ruu tni yg getok puan fraksi aneh,0
@grok @asumsico Grok jangan tidur dulu grok ada info lanjutan enggak soal gugatan FHUI UNTUK REVISI RUU TNI INI di MK GROK? @grok,grok tidur grok info lanjut gugat fhui revisi ruu tni mk grok,0
Kite Ributin vasektomi sama ijazah jokowow si gendut noh dah ketok palu RUU TNI. Puncak komedi,kite ributin vasektomi ijazah jokowow si gendut noh dah ketok palu ruu tni puncak komedi,0
Wkwkwkwk. Knapa sih bikin gaduh trus ...kasusnya yang lain ketetup semua kan...kelanjutan pagar laut gimana...kasus harvey mois gimana....blok medan....kepala sawit....ruu tni...semua lenyap beritanya..... Apa emang ini bner di buat berlarut2 beritanya...paok,wkwkwkwk knapa sih bikin gaduh trus kasus ketetup kankelanjutan pagar laut gimanakasus harvey mois gimanablok medankepala sawitruu tnisemua lenyap berita emang bner larut beritanyapaok,0
@chccclatte ini tuh punya si anak hukum dan bacaan kiri tp gapernah tweet apapun tentang RUU TNI itu. awalnya dari fb gatau kenapa dibawa ke twt ntah reseller atau emg orgnya ‍️,tuh si anak hukum baca kiri tp gapernah tweet apa ruu tni fb gatau bawa twt ntah reseller emg orgnya,0
@pasargratisbgr min cek dm plis,min cek dm plis,0
@PBHI_Nasional @barengwarga @BudiBukanIntel @KontraS @Imparsial @YLBHI @LBH_Jakarta @ICJRid Dukung RUU TNI bukan berarti setuju dwi fungsi tapi setuju agar TNI punya pedoman kerja yang jelas,dukung ruu tni tuju dwi fungsi tuju tni pedoman kerja,1
Harap maklum RUU TNI Polri dan Kejaksaan untuk back up OBOR China di legalkan program PSN . Jokowi anak emas Oligarki cukup modal Ijazah palsu di back up aparat pengawal ijazah palsu preman kolaborasi buzzerRp #RakyatMerdekaBerdaulat https://t.co/xJJ4RnQdaC,harap maklum ruu tni polri jaksa back up obor china legal program psn jokowi anak emas oligarki modal ijazah palsu back up aparat awal ijazah palsu preman kolaborasi buzzerrp,0
kocagg pasti ini oranh juga ngeiyain kalo komunisme anti demokrasi ,kocagg oranh ngeiyain kalo komunisme anti demokrasi,0
EH INI SERIUS KAH ANJJGGGG AKU KIRA BUAT PENGALIHAN RUU TNI,eh serius kah anjjgggg alih ruu tni,0
@Jokowi udah jadi rakyat sipil kenapa pengamanan ijazah dan kunjungan para pejabat menteri dan gubernur masif TSM @Prabowo di makar @Jokowi preman Prabowo pun di kerahkan. Jokowi Anak emas majikan oligarki kolaborasi dengan RRC . oBOF China di legalkan RUU TNI polri kejaksaan https://t.co/M5wfvVrcXU,udah rakyat sipil aman ijazah kunjung jabat menteri gubernur masif tsm makar preman prabowo kerah jokowi anak emas majikan oligarki kolaborasi rrc obof china legal ruu tni polri jaksa,0
Ketua Lembaga Adat Kabupaten Taput Dukung Penuh Pengesahan RUU TNI @kodim0210_tu @Korem023_ks https://t.co/E2Gvv4RLTv,ketua lembaga adat kabupaten taput dukung penuh kesah ruu tni,1
Pimpinan DPR RI : Pastikan Pembahasan RUU TNI Dilakukan Terbuka - TVR 120 https://t.co/6aSt5yMpOo,pimpin dpr ri pasti bahas ruu tni buka tvr,1
Sebagai tambahan informasi: RUU Kumulatif Terbuka itu artinya RUU di luar Prolegnas yang sudah ditetapkan yang dapat diajukan oleh DPR atau Presiden karena keadaan tertentu. *Contohnya kayak UU TNI kemarin,tambah informasi ruu kumulatif buka ruu prolegnas tetap aju dpr presiden contoh kayak uu tni kemarin,1
Buat yg belum tau RUU TNI itu udah disetujui dan disahkan pada 20 Maret 2025. Setelah itu? Udah ga bisa mundur. 30 hari setelah disahkan UU harus ditandatangani Presiden. Kalau ga ditandatangan? Otomatis sah menjadi UU dan wajib diundangkan (Pasal 73 Ayat (3) UU 13/2022),yg tau ruu tni udah tuju sah maret udah ga mundur sah uu ditandatangani presiden ga ditandatangan otomatis sah uu wajib undang pasal ayat uu,0
agenda siang ini adalah ngumpulin laprak fisika jajan danusan temen terus temenin kakek beli beras 50 karung terus bawa printer kesayangan YANG MALAH RUSAK PAS GUA MAU NGEPRINT COVER LAPRAK ke kang servis.. my schedule is so packed today https://t.co/fx5FyNi9iH,agenda siang ngumpulin laprak fisika jajan danusan temen temenin kakek beli beras karung bawa printer sayang rusak pas gua ngeprint cover laprak kang servis my schedule is so packed today,1
tar pas balik kuliah gwe cek klo sepi brarti kegocek,tar pas kuliah gwe cek klo sepi brarti gocek,0
@pasargratisbgr @AksiKamisan cek gera min sore,cek gera min sore,0
Direktur Eksekutif ELSAM dan Perwakilan Koalisi Masyarakat Sipil menilai RUU TNI adalah percobaan utk melegitimasi tindakan2 praktis yg sebelumnya ilegal hal serupa terjadi dg RUU Kejaksaan dan Polri yg mengedepankan pendekatan represif. #TolakRUUKejaksaan CHIKA Wulan Guritno https://t.co/NME4exU2f7,direktur eksekutif elsam wakil koalisi masyarakat sipil nilai ruu tni coba utk legitimasi tindak praktis yg ilegal dg ruu jaksa polri yg depan dekat represif chika wulan guritno,1
@manhunter29 Lohlohloh... Instead of ngebahas kasus ijazah jkw yg dah dibahas mulu dari jaman 2014 mending bahas dan naikin isu krusial di pemerintah sekarang like MBG danantara RUU TNI efisiensi dll... Jauh lebih berefek kedepannya di negeri tercinta ini klo dibiarin gitu aja ,lohlohloh instead of ngebahas ijazah jkw yg dah bahas mulu jaman mending bahas naikin isu krusial perintah like mbg danantara ruu tni efisiensi dll efek depan negeri cinta klo dibiarin gitu aja,1
Kamis Jelang Siang Genkz... Sebagai Pejabat yg Mengemban AMANAH RAKYAT sdh SEHARUSNYA Kejujuran dan Kredibilitas seorang JAKSA itu benar benar di Petanggung Jawabkan #TolakRUUEJAKSAAN RUU POLRI dan BatalkanUU TNI √ Wulan Guritno Jokowi Paula Tara Basro Libur Preman https://t.co/wI6l2ax3ev,kamis jelang siang genkz jabat yg emban amanah rakyat sdh jujur kredibilitas jaksa tanggung jawab ruu polri batalkanuu tni wulan guritno jokowi paula tara basro libur preman,1
Pasca disahkannya RUU TNI Coba itung udah berapa banyak bukti kekerasan dan kekejian yg udah dilakuin baik oleh hijau maupun coklat? Baik yg terlapor maupun belum terlapor tapi nyata buktinya dimana-mana Sekejam itu mereka makanya kita kudu tetap suarain #BatalkanRUUTNI,pasca sah ruu tni coba itung udah bukti keras keji yg udah dilakuin hijau coklat yg lapor lapor nyata bukti dimanamana kejam kudu suarain,0
Berarti sudah di TTD olh presiden Prabowo makanya bisa ekspres di undangkan RUU ini keinginan Prabowo sejak jd Menhan ya gak mungkin lah tdk beliau TTD setelah jadi Yg blamed PDI-P blajar adil sejak dlm pikiran minimal pasal TNI aktif bisa dwi fungsi di semua K/L digagakan PDIP!,ttd olh presiden prabowo ekspres undang ruu prabowo jd menhan ya gak tdk beliau ttd yg blamed pdip blajar adil dlm pikir minimal pasal tni aktif dwi fungsi kl gaga pdip,1
@BivitriS Berarti sudah di TTD olh presiden Prabowo makanya bisa ekspres di undangkan RUU ini keinginan Prabowo sejak jd Menhan ya gak mungkin lah tdk beliau TTD setelah jadi Yg blamed PDI-P belajar adil sejak dlm pikiran minimal pasal TNI aktif bisa dwi fungsi di semua K/L digagakan PDIP,ttd olh presiden prabowo ekspres undang ruu prabowo jd menhan ya gak tdk beliau ttd yg blamed pdip ajar adil dlm pikir minimal pasal tni aktif dwi fungsi kl gaga pdip,1
momen ketika lu anak pp 23 km udah otw kampus taunya ada info kalo online https://t.co/rTjEeGyiRr,momen lu anak pp km udah otw kampus tau info kalo online,0
Pengusaha Konter Hp Dharmasraya mendukung RUU TNI https://t.co/z64qHZ2B64,usaha konter hp dharmasraya dukung ruu tni,1
@kuromeangyu Temlen gua jd sepi tau ruu tni yg lewat ijazah mulu ditambah ada babak baru noh dosen kampus sebelah kasih foto ijazah dia buat perbandingan. Seminggu sekali minimal ada yg keluarin ijazah buat perbandingan dan bahas font,temlen gua jd sepi tau ruu tni yg ijazah mulu tambah babak noh dosen kampus belah kasih foto ijazah banding minggu minimal yg keluarin ijazah banding bahas font,0
@thowel_arema @milkachew @jokowi Persis sama dgn unamenya. Bukan masalah kalah pilpres. Tp emang kebijakannya ga bener aja haha udh bagus2 reformasi. Dihapus dwifungsi eh di bangkitkan lagi lewat RUU TNI/POLRI. Wkwkwk makanya sekolah yg bener yee,persis dgn unamenya kalah pilpres tp emang bijak ga bener aja haha udh bagus reformasi hapus dwifungsi eh bangkit ruu tnipolri wkwkwk sekolah yg bener yee,1
@BudiBukanIntel Gw ngeliat ini kek Bowo dan owi lagi mau nutup isu RUU polri KHUP DAN RUU TNI wkwkkw mangkanya owi keliatanya malah ngeladenin soal ijazah palsu apalgi klo bukan dia mau nutupin sesuatu ,gw ngeliat kek bowo owi nutup isu ruu polri khup ruu tni wkwkkw mangkanya owi keliatanya ngeladenin ijazah palsu apalgi klo nutupin,0
All in all noh RUU TNI udah sah. Alias babi lah emang negara kagak jelas.,all in all noh ruu tni udah sah alias babi emang negara kagak,0
Toko masyarakat silungkang mendukung penuh RUU TNI https://t.co/TNQrHIcbXt,toko masyarakat silungkang dukung penuh ruu tni,1
Kepala Dusun Talawi Mendukung penuh RUU TNI https://t.co/mVYyybFFTi,kepala dusun talawi dukung penuh ruu tni,1
Ketua pemuda x koto Mendukung penuh RUU TNI https://t.co/ItnlPpPCBy,ketua pemuda koto dukung penuh ruu tni,1
@manhunter29 To be honest iya dr 2014 muak kayak gini diperdebatkan sehingga mengalihkan hal2 yg harusnya kita kawal (RUU TNI RUU POLRI dll),to be honest iya dr muak kayak gin debat alih yg kawal ruu tni ruu polri dll,0
Kepala jorong koto tuo lubuk tarok dukung RUU TNI https://t.co/LbtERtRMe4,kepala jorong koto tuo lubuk tarok dukung ruu tni,0
Ketua pemuda x koto Mendukung penuh RUU TNI https://t.co/LxeZl8FSFC,ketua pemuda koto dukung penuh ruu tni,1
@fullmoonfolks 1. Aksi-aksi tolak RUU TNI dan Polri ada dimana-mana masa aksi juga besar tapi hampir tidak ada TV yang memberitakan 2. Ijazah palsu jokowi isu usang dari 2014 cuma ada di 1 desa tapi diberitakan di TV nasional apakah yang janggal?,aksiaksi tolak ruu tni polri dimanamana aksi tv berita ijazah palsu jokowi isu usang desa berita tv nasional janggal,0
SUDAH Terbukti saat DPR pura-pura budek tetap sahkan UU TNI yang ditolak PUBLIK ! Menyusul nantinya RUU KEJAKSAAN RUU KUHAP RUU POLRI akan tetap mereka sahkan walau juga di tolak PUBLIK ! aji mumpung bener pemerintah karena lembaga perwakilan rakyatnya telah mereka kuasai. https://t.co/N2Kfa5hcqQ,bukti dpr purapura budek sahkan uu tni tolak publik susul ruu jaksa ruu hap ruu polri sahkan tolak publik aji mumpung bener perintah lembaga wakil rakyat kuasa,0
Ketua DPRD Kota Bekasi Terima Audiensi Perwakilan Mahasiswa UBHARA JAYA Terkait RUU TNI Kontroversial https://t.co/kZeNQlRRMP #RadarJabar #DPRDBekasi #Audienasi #UBHARAJAYA #RUUTNI #TolakUUTNI #tolakdwifungsitni,ketua dprd kota bekas terima audiensi wakil mahasiswa ubhara jaya kait ruu tni kontroversial,1
@barengwarga Ini gatau masuk ke hewan pergerakan juga ato engga Last Seen hari pertama demo RUU TNI Mungkin ada yg pernah liat pas lewat sekitar daerah ini ato liat kucing dengan ciri2 seperti ini Takutnya diculik pulici #CabutUUTNI #SupremasiSipil https://t.co/sPwLasKpCu,gatau masuk hewan gera ato engga last seen demo ruu tni yg liat pas daerah ato liat kucing ciri takut culik pulici,0
Sob inget gak sih pasca pengesahan RUU TNI naskah akademiknya tidak bisa diakses pada laman resmi DPR beberapa waktu kemudian? Ternyata ternyata pengesahannya sudah diundangkan pasca seminggu sejak pengesahannya lho #CabutUUTNI #IndoneaiaGelap https://t.co/AOuDvt8AsG,sob inget gak sih pasca kesah ruu tni naskah akademik akses laman resmi dpr kesah undang pasca minggu kesah lho,1
@ArnoldPoernomo Dokter pelecehan Mafia tanah di Sukahaji makan siang gratis RUU TNI Tempo dikirim kepala Babi menteri Pak Prabowo kalau ngobrol langsung gas aja Willie Salim Palembang Dan masih banyak lagi.,dokter leceh mafia tanah sukahaji makan siang gratis ruu tni tempo kirim kepala babi menteri prabowo ngobrol langsung gas aja willie salim palembang,1
Revisi UU Kejaksaan yang tengah bergulir menjadi sorotan lantaran ada pasal yang dinilai memberikan kewenangan berlebihan terhadap jaksa. Tolak RUU Kejaksaan Cabut UU tni https://t.co/oEX0MF2kwh,revisi uu jaksa gulir sorot lantar pasal nilai wenang jaksa tolak ruu jaksa cabut uu tni,0
@rachasweet123 @KangManto123 pengalihan isu aja itu sejak RUU TNI dll penggiringan opini dengan berita2 baru sih,alih isu aja ruu tni dll giring opini berita sih,0
HIMALA dan Tokoh Masyarakat Sumut Dukung Pengesahan RUU TNI https://t.co/lVYgz55WTq,himala tokoh masyarakat sumut dukung kesah ruu tni,1
Cari kerja di indo kepentok usia Cari kerja di luar banyak yang udah gak mau nerima orang indo gara gara RUU TNI Wah indahnya menjadi WNI ,cari kerja indo kepentok usia cari kerja udah gak nerima orang indo gara gara ruu tni indah wni,0
@DakotaGeorgy Sepertinya karena mentok tuk protes RUU TNI/POLRI dan dilarang donatur tuk demo proses RUU perampasan aset makanya melipir ke hal gak penting...,mentok tuk protes ruu tnipolri larang donatur tuk demo proses ruu ampas aset melipir gak,0
@mata_melotot @neVerAl0nely anak muda nya lagi sibuk demo uu tni ruu polri revisi kuhap dll nih orang2 tua dari jaman jebot ampe tung tung tung sahur jadi stecu sibuk ngurusin ijazah mulu,anak muda nya sibuk demo uu tni ruu polri revisi hap dll nih orang tua jaman jebot ampe tung tung tung sahur stecu sibuk ngurusin ijazah mulu,0
Jujur aj nih ini ky pengalihan isu ga sih lama-lama? Kalo emang terbukti knp bertele-tele prosesnya? Klo di penjara efek di negara kita apa?dolar turun?pangan turun?apa jd bebas pajak? Tolong Fokus RUU TNI dan Fokus perampasan aset koruptor weyy...!!,jujur aj nih ky alih isu ga sih lamalama kalo emang bukti knp berteletele proses klo penjara efek negara apadolar turunpangan turunapa jd bebas pajak tolong fokus ruu tni fokus ampas aset koruptor weyy,0
@tham878 Yg bela Jolowi dibilang mahasiswa yg mengkritik RUU TNI POLRI dibilang Mahadewa. Seanjing itu otak buzer.,yg bela jolowi bilang mahasiswa yg kritik ruu tni polri bilang mahadewa anjing otak buzer,0
Tuben si botak ini kembali Bahas masalah negara kemaren ribut RUU TNI dll Masalah Demo .. -- Bentar lagi isu mana nih mahasewa kok gak demo kasus ini ...,tuben si botak bahas negara kemaren ribut ruu tni dll demo bentar isu nih mahasewa gak demo,0
Emang kontol polisi2 di Indonesia,emang kontol polisi indonesia,0
Puyeng gue liatnya Cowo cowo nih disuruh vasektomi doang ge banding2innya ama mati tenggelam di laut. Anjing lah ,puyeng gue liat cowo cowo nih suruh vasektomi doang ge bandinginnya ama mati tenggelam laut anjing,0
@manhunter29 Dokter tifa sering banget nge up berita ijazah jokowi padhal masih banyak hal yg lebih penting sperti dolar 17 rb tarif ekspor AS ORMAS PHK Massal RUU TNI POLRI IHSG turun dll masih aja anjir yg nge up berita ijazah jokowi dan selingkuhan RK,dokter tifa banget nge up berita ijazah jokowi padhal yg sperti dolar rb tarif ekspor as ormas phk massal ruu tni polri ihsg turun dll aja anjir yg nge up berita ijazah jokowi selingkuh rk,0
Hoax! Faktanya video tersebut adalah kesiapan Polda DIY dalam rangka pengamanan Demo Tolak RUU TNI di kawasan Nol KM Yogyakarta pada 27 Maret 2025. https://t.co/3MI76tLfmX,hoax fakta video kesiap polda diy rangka aman demo tolak ruu tni kawasan nol km yogyakarta maret,0
fenomena jumbo film yg ceritanya udah bagus banyak pesan moral aja banyak yg protes bilang bukan tontonan buat anak kecil blabla. orang sini tuh napa ye yg baik malah kena protes ya? COBA PAS RUU TNI KEMARIN JUGA PROTES KAYAK GINI bukan malah DIEM seakan bukan urusan lo. tai,fenomena jumbo film yg cerita udah bagus pesan moral aja yg protes bilang tonton anak blabla orang tuh napa ye yg kena protes ya coba pas ruu tni kemarin protes kayak gin diem akan urus lo tai,0
Membahas: Transparansi Efisiensi Infrastruktur Makan Bergizi Gratis Pasar Saham Ekonomi Negara Pendidikan Boarding School RUU TNI RUU Polri Korupsi Hukum Hakim Petani Ai &amp; Tekhnologi Lapangan Kerja Aqua farming Danantara Hilirisasi Private Sector 9 Naga Timnas,bahas transparansi efisiensi infrastruktur makan gizi gratis pasar saham ekonomi negara didik boarding school ruu tni ruu polri korupsi hukum hakim tani ai amp tekhnologi lapang kerja aqua farming danantara hilir private sector naga timnas,1
@orrogant Cmiiw setauku si sverre atau apalah itu author wattpad yg ngakunya blasteran dan pas kemarin rame soal isu ruu tni tuh gatau kenapa pokoknya dia ada masalah segala macem. Gitu sih intinya...,cmiiw tau si sverre apa author wattpad yg ngakunya blaster pas kemarin rame isu ruu tni tuh gatau pokok macem gitu sih inti,0
@Godzyllaman @fxnetizen @CNNIndonesia Semuanya penting mau ijazah palsu mau RUU TNI mau perampasan aset,ijazah palsu ruu tni ampas aset,0
@milkachew pengalihan isu supaya kalian lupa akan mega skandal bumn uu tni ruu polri revisi kuhap dll,alih isu lupa mega skandal bumn uu tni ruu polri revisi hap dll,0
Publik pasti masih ingat RUU TNI yang kini telah ditetapkan oleh parlemen menjadi UU TNI. Nah sekarang posisinya sudah di meja Presiden Prabowo Subianto. Namun ter #VideoBerita #AdadiKompas https://t.co/NrPkYCdh21,publik ruu tni tetap parlemen uu tni posisi meja presiden prabowo subianto ter,1
Publik pasti masih ingat RUU TNI yang kini telah ditetapkan oleh parlemen menjadi UU TNI. Nah sekarang posisinya sudah di meja Presiden Prabowo Subianto. Namun ter #Polhuk #AdadiKompas https://t.co/oNVWwNwCBb,publik ruu tni tetap parlemen uu tni posisi meja presiden prabowo subianto ter,1
Publik pasti masih ingat RUU TNI yang kini telah ditetapkan oleh parlemen menjadi UU TNI. Nah sekarang posisinya sudah di meja Presiden Prabowo Subianto. Namun ter #Polhuk #AdadiKompas https://t.co/S9MddYjxuQ,publik ruu tni tetap parlemen uu tni posisi meja presiden prabowo subianto ter,1
@RhezaPramadityo Lagunya EXO,lagu exo,1
Di sini saya mendapatkan sedikit pencerahan dari Presiden. Jika RUU TNI itu pada intinya ingin memperpanjang masa jabatan perwira TNI. Tujuannya supaya tidak setiap tahun ganti Panglima TNI KSAD KSAL dan KSAU. Ya memang ada benarnya juga.,cerah presiden ruu tni inti panjang jabat perwira tni tuju ganti panglima tni ksad ksal ksau ya benar,1
